,Unnamed: 0,id,correct_answer,question,answer0,answer1,answer2,numResults_answer0,numResults_answer1,numResults_answer2,numResults_Qanswer0,numResults_Qanswer1,numResults_Qanswer2,numResults_Q,numResults_Qanswer0_quoted,numResults_Qanswer1_quoted,numResults_Qanswer2_quoted,appearances_answer0,appearances_answer1,appearances_answer2
196,251,1015417566209200128,Pavel Bure,Which NHL star is NOT one of two native Russians to win the Conn Smythe Trophy?,Pavel Bure,Evgeni Malkin,Alex Ovechkin,64300,219000,447000,598,684,1100,4620,241,364,588,1,1,7
197,252,1015417380300906499,Georgia,Where was Brett Farve's first NFL team located?,Georgia,Minnesota,Wisconsin,132000000,38800000,40400000,27400,46300,26200,91200,23000,45700,22800,0,0,0
198,253,1015417223433900032,Marta,Who is the all-time leading scorer at the Women’s World Cup?,Abby Wambach,Mia Hamm,Marta,85500,716000,37100000,20500,32500,927000,14700000,18600,13500,265000,0,0,2
199,254,1015416880482471936,Judo,"Before Ronda Rousey was an MMA champion, she medaled in what Olympic sport?",Boxing,Judo,Wrestling,74900000,10400000,36600000,14300,8400,13900,17300,11700,8120,10700,0,11,0
200,255,1015416283435806720,French Open,What tennis Grand Slam is played on crushed red brick and white limestone?,US Open,Wimbledon,French Open,664000000,10200000,150000000,22400,6640,21000,25400,4410,6300,1830,1,1,5
201,256,1015416124635217920,LeBron James,A 10-story billboard of what athlete has just been taken down in Cleveland?,LeBron James,Michael Jordan,Tiger Woods,18600000,46300000,31600000,28400,60200,41700,82300,22700,13600,11900,15,1,0
202,257,1015403323745284096,The End of the World,Which of these is NOT the name of a bar in Antarctica?,The End of the World,Faraday Bar,Southern Exposure,504000000,1090000,8760000,1390000,15500,308000,1800000,475000,45,768,0,0,0
203,258,1015403083617263617,Brain freeze,What is Cavity Sam’s newest affliction in the board game “Operation”?,Tennis elbow,Brain freeze,Growing stomach,5770000,6130000,9250000,3950,7590,12000,12700,239,24,1,0,2,0
204,259,1015402869695148032,Latte stone,Which of these kinds of stone can be found scattered across a Pacific archipelago?,Latte stone,Coffee stone,Venti stone,2410000,40400000,316000,2740,27400,894,56900,180,6,1,1,1,0
205,260,1015402733711626240,Baku,Which capital city is NOT in a country that ends in “-stan”?,Tashkent,Bishkek,Baku,2610000,2690000,10700000,7710,5080,17200,1390000,7630,5170,17000,0,0,0
206,261,1015402570578264066,Pam,"On “The Office,” which of these characters joined The Michael Scott Paper Company?",Pam,Stanley,Jim,50500000,35500000,84500000,321000,350000,742000,621000,93900,256000,464000,2,0,1
207,262,1015402308639830016,Sean Connery,Which of these actors played James Bond in the 1980s?,Pierce Brosnan,George Lazenby,Sean Connery,3050000,259000,1980000,71700,19700,245000,1530000,66700,16100,235000,0,0,2
208,263,1015402133166936064,Dallas,Which Texas city is farthest north?,Dallas,San Antonio,Austin,73300000,76200000,75300000,34400,223000,39800,129000,30900,87300,38400,3,0,3
209,264,1015401980196507649,Walk-off,"In baseball, a game-winning home run in the bottom of the 9th inning is called a what?",Pile on,Walk-off,Sprint out,33000000,164000000,22800000,32900,133000,25500,221000,1910,31400,86,0,0,0
210,265,1015401845626425344,XOXO,Which combination of letters signifies hugs and kisses?,SOS,FML,XOXO,33400000,2000000,10500000,39100,22500,367000,641000,38300,21200,121000,0,0,7
211,266,1015401706039980037,Wednesday,Which of these days is referred to as “hump day”?,Cow Appreciation Day,Wednesday,Bastille Day,1280000,127000000,2940000,13700,788000,2500,725000,125,429000,852,0,16,0
212,267,1015401500837928961,A nail,"According to the old saying, when you only have a hammer, everything looks like what?",Hummus,Dollhouse furniture,A nail,3760000,8210000,144000000,28800,113000,3000000,28200000,26400,8370,982000,0,0,12
213,268,1015085783676571648,New York,Where can you find the train station with more platforms than any other in the world?,Paris,Tokyo,New York,233000000,91000000,351000000,1150000,632000,2060000,5390000,1050000,626000,1710000,0,0,1
214,269,1015085532135788546,John Mayer,What artist once actually gave half his Grammy to the person he thought should have won?,John Legend,John Mayer,Kanye West,33600000,8260000,15800000,590000,97700,374000,1420000,63100,46600,297000,0,0,1
215,270,1015085091897438208,India,"According to the USDA, which of these countries is currently among the world's top five beef producers?",India,Venezuela,Australia,593000000,102000000,395000000,318000,33000,247000,791000,227000,30100,168000,4,0,1
216,271,1015084942382989312,Super Mario World,The character Yoshi first appeared in what Nintendo video game?,Super Mario Bros. 3,Yoshi’s Island,Super Mario World,12900000,814000,37400000,456000,48600,596000,600000,26700,33700,69400,0,0,5
217,272,1015084581144399872,Cyprus,Which of these nations is a homophone for a common kind of tree?,Mali,Haiti,Cyprus,79000000,81400000,55400000,1650,2350,2080,16800,1460,1870,1670,0,0,0
218,273,1015084427276423168,Bulldog,What animal is the mascot of the US Marines?,Stallion,Seal,Bulldog,10700000,89200000,20600000,22000,107000,40300,656000,14200,59100,30700,0,0,5
219,274,1015084245402963970,Hydrogen,What is the very first element on the periodic table?,Oxygen,Hydrogen,Carbon,28100000,14700000,78300000,961000,1100000,1360000,2640000,975000,1040000,1280000,0,2,0
220,275,1015084096358436864,The Daily Planet,Where does Superman’s mild-mannered alter-ego work?,With Gail and Janet,The Daily Planet,In shale and granite,2660000,36000000,400000,3470,13300,1740,19900,2,1660,2,0,2,0
221,276,1015083964116201472,Jack,What device raises a car up when attaching a spare tire?,Jack,Jeff,Jimbo,146000000,101000000,1920000,505000,256000,3800,1060000,414000,93900,3440,12,0,0
222,277,1015041584537243648,Homeland,One of two elements Marie Curie helped discover pays tribute to her what?,Homeland,Relative,Lab partner,11600000,80100000,28300000,12400,73900,49300,102000,10200,60000,305,0,0,0
223,278,1015041309340504064,Modern air conditioning,"Buffalo, New York was the site of what key 20th-century invention?",Photocopying,Modern air conditioning,Instant film,6590000,13800000,33500000,47200,308000,132000,747000,9020,534,529,0,0,0
224,279,1015041123897749506,Switzerland,The inverse relationship between a fluid’s speed and its pressure is named for a scientist from where?,Italy,France,Switzerland,371000000,470000000,90800000,658000,699000,543000,1750000,446000,620000,359000,0,0,0
225,280,1015040896583327744,Chemistry,Rosalind Franklin was only posthumously recognized for her pioneering research in what field?,Astronomy,Paleontology,Chemistry,34900000,1960000,107000000,5030,2060,6710,7480,4090,1180,5400,1,1,2
226,281,1015040197191495681,Spring,Which of these is NOT considered one of the six simple machines?,Inclined plane,Pulley,Spring,2380000,8010000,320000000,929000,331000,35400000,28700000,18300,224000,35400000,3,4,0
227,282,1015040028349779968,Special Relativity,What is the name of a famous theory proposed by Albert Einstein in 1905?,Overall Relativity,Virtual Insanity,Special Relativity,591000,974000,1730000,46200,28700,43000,210000,3,10,13600,0,0,3
228,283,1015039846572797954,Nikola Tesla,What onetime employee of Thomas Edison went on to invent alternating current?,Isaac Newton,Nikola Tesla,Mars Volta,14800000,3910000,1500000,11300,10400,2950,50000,2990,2450,274,1,5,0
229,284,1015039570117906433,Electron,Which of these is a subatomic particle?,Electron,Carmen Electra,Voltron,24100000,2900000,4900000,76100,1180,1310,355000,59000,8,1320,2,0,0
230,285,1014723558885470208,Pig’s Eye,Which of these was previously the name of a US state capital?,Pig’s Eye,Horse’s Hoof,Wolf’s Tooth,21700000,2910000,3520000,6430000,2770000,755000,44200000,1530,1980,342,0,0,0
231,286,1014723349988208640,Recovered by a dog,Which of these things happened to the World Cup trophy in the 1960s?,Recovered by a dog,Sprayed by a skunk,Infested with bees,3780000,50200,177000,296000,7570,47400,258000,4,45,5,0,0,0
232,287,1014723215653031936,Suzuki Cappuccino,Which of these was once an actual car model?,Saab Espresso,Hyundai Chai,Suzuki Cappuccino,332000,77200,326000,10800,10500,71300,94300000,3,3,23600,0,0,0
233,288,1014722977454280707,Boxing,"On the most recent Forbes list of highest-paid athletes, the top earner comes from what sport?",Soccer,Basketball,Boxing,118000000,85200000,74900000,10900,11400,10800,19000,10600,9100,8910,0,2,0
234,289,1014722610092040192,Puppies,"In Tom Petty’s “Free Fallin,” the subject of the first verse is NOT said to love which of these things?",Her mama,America,Puppies,38900000,384000000,61900000,5820,7050,1940,7780,901,4980,690,1,2,0
235,290,1014722464457388033,Duke,Which university considered Blue Eagles and Blue Warriors as its mascot nicknames?,Notre Dame,Duke,Stanford,28800000,49000000,15400000,17500,32500,20300,79000,15000,28100,20200,0,2,0
236,291,1014722320454340608,Genesis,Which of these Sega systems was released first?,Saturn,Genesis,Dreamcast,16400000,31600000,3120000,68900,370000,68000,724000,66300,349000,66200,1,4,0
237,292,1014722109887655936,Pineapple,The outside of which of these fruits technically consists of coalesced berries?,Pineapple,Strawberry,Grapefruit,25400000,41800000,6590000,4090,5620,2720,14400,3750,4370,2660,12,1,0
238,293,1014721840596561920,Miles per hour,"In the US, highway speed limits are posted in what unit of measurement?",Beats per minute,Meters per gallon,Miles per hour,26900000,2430000,39000000,1090000,545000,1540000,1200000,19800,10,74000,0,0,2
239,294,1014721691241664512,Roll,"If your clothing catches fire, experts urge you to “stop, drop and” what?",Roll,Wave,Boogie,246000000,132000000,7810000,1260,756,76,1040,1100,612,69,9,0,0
240,295,1014678625059254272,Mankind,"In “Independence Day,” what word does the American president say will get a “new meaning”?",Mankind,Fight,American,10700000,204000000,826000000,4060,7310,7850,7240,2040,5290,6640,5,2,2
241,296,1014678331130867712,Liberty Bell,Which of these very American things was created the earliest?,First official US flag,US Senate,Liberty Bell,25200000,15200000,12000000,9200000,9960000,6620000,231000000,330,1380000,101000,0,0,0
242,297,1014678179145973760,Automobile,The US president who founded the Bull Moose Party was also the first to publicly ride in a what?,Plane,Train,Automobile,111000000,187000000,72600000,246000,279000,331000,371000,67000,106000,40500,0,0,0
243,298,1014677992138735616,Missouri,What state boasts the capital city with the longest name?,Missouri,Oklahoma,Indiana,38800000,40500000,48400000,1020000,1100000,1300000,16200000,875000,891000,1200000,0,0,0
244,299,1014677817907441664,US Military Academy,Which US military academy is located farthest to the east?,US Naval Academy,US Military Academy,Air Force Academy,5410000,22900000,16900000,833000,1460000,506000,78600,5140,7010,5140,0,1,3
245,300,1014677655634006016,Silent Cal,What is the nickname of the only US president born on the 4th of July?,Silent Cal,Uncle Jumbo,Old Rough and Ready,2310000,582000,21700000,44500,12700,321000,576000,746,41,866,0,0,0
246,301,1014677504097910784,Brooklyn,Where does America’s most famous competitive hot dog eating competition take place?,Brooklyn,Queens,Staten Island,40000000,198000000,9710000,357000,394000,36900,1540000,311000,261000,21800,0,0,0
247,302,1014677355829321728,Milhouse Van Houten,Which of these “Simpsons” characters was named for a US president?,Milhouse Van Houten,Bart Simpson,Monty Burns,61600,3910000,904000,4350,47200,213000,628000,1980,20300,3130,1,0,0
248,303,1014677170290077696,Americans,The song “Yankee Doodle” was originally meant to mock whom?,Americans,British,Italians,512000000,181000000,151000000,12500,12100,8400,13700,6790,9030,1020,3,7,0
249,304,1014677008100614144,Put my hands up,Which of these lyrics is in Miley Cyrus’s “Party in the USA”?,Put my hands up,Stick your hands up,Get these hands off me,265000000,61300000,84000000,17900,13800,17500,45900,540,1,1,0,0,0
250,305,1014676872460951553,Country,"As JFK said, “Ask not what your country can do for you, ask what you can do for your” what?",Country,Cactus,Cassingle collection,702000000,27200000,5770,9160,97,1,9040,9860,77,1,19,0,0
251,306,1014676741946793984,Mauve,What color is NOT represented in the American flag?,Red,Mauve,White,1620000000,7290000,1800000000,1600000,39200,1820000,2140000,1390000,39200,1500000,7,0,6
252,307,1014618049637507072,Bruce,"On the set of “Jaws,” what name did the crew use to refer to the mechanical creature?",George,Steven,Bruce,139000000,60700000,52000000,40000,36100,27600,55400,39500,24100,27500,0,2,5
253,308,1014617955471159298,Capricorn,What astrological sign’s symbol is a bizarre hybrid creature?,Leo,Taurus,Capricorn,68400000,14200000,8010000,73300,29300,29400,388000,72300,28300,29200,1,0,1
254,309,1014617650805329920,Milo Minderbinder,The book “Closing Time” is a sequel to a novel that features what character?,Holden Caulfield,Billy Pilgrim,Milo Minderbinder,525000,835000,2860,874,3490,212,65100,534,319,207,0,0,0
255,310,1014617438959362048,Royal palace,Which of these is found in the southernmost US state?,Royal palace,Oldest US city,Largest US ranch,30100000,73100000,11700000,46300,116000,27700,777000,1230000,182,17,0,0,0
256,311,1014617262169513984,Ole Miss,Which university is part of a famous football rivalry with a trophy named for an animal product?,Michigan,Auburn,Ole Miss,56300000,15300000,10300000,51500,13600,82200,87300,39300,13400,4500,3,1,1
257,312,1014617123174445057,Bumbershoot,What is an old-fashioned word for a device used to shield people from rain?,Pippledunk,Whangdoodle,Bumbershoot,3,5370,102000,2,332,1700,5760000,2,96,1660,0,0,0
258,313,1014616646798004226,Talladega Superspeedway,"By acreage, which US site is the largest?",Talladega Superspeedway,Yankee Stadium,Churchill Downs,76900,5780000,8670000,13400,53500,315000,5110000,4500,22800,22600,0,0,0
259,314,1014616510986379265,Baseball,What recreation has been known as “America’s Pastime” for over a century?,Baseball,Marco Polo,Laser tag,81300000,16300000,38300000,1930,91,305,1980,1890,73,43,20,1,1
260,315,1014616433362337797,All the time,The expression “24/7” refers to what time frame?,All the time,Daytime,Weekends only,1170000000,61600000,187000000,2620000,508000,1530000,4560000,706000,36500,2470,1,0,0
261,316,1014616182786314242,Apple pie,An extremely American thing is said to be “as American as” what?,Bird’s nest soup,Swedish meatballs,Apple pie,1120000,875000,31600000,1120,452,36100,23400,10,142,31800,0,0,6
262,317,1014361173431668736,Sharks,Which of these sea creatures is NOT considered property of the Queen when caught in British waters?,Sturgeons,Sharks,Whales,2260000,44300000,23400000,31700,1570000,514000,3390000,1900,207000,116000,2,0,4
263,318,1014360953566191616,Civil War,What American conflict counts the greatest number of US presidents as veterans?,Civil War,Revolutionary War,Mexican-American War,59400000,17700000,27500000,994000,788000,577000,1640000,557000,42600,10400,2,1,0
264,319,1014360799161278465,Freddie Mercury,Which of these celebrities had an official variety of rose named after them first?,Nancy Reagan,Freddie Mercury,Pope John Paul II,2050000,2580000,4480000,447000,305000,5940000,14900000,36200,92400,37200,0,0,0
265,320,1014360642168545280,The Mask,Which of these movies is considered “fresh” on Rotten Tomatoes?,The Mask,Ace Ventura,The Cable Guy,105000000,1930000,18400000,80700,12100,42800,887000,14100,2140,2480,0,0,0
266,321,1014360453974233089,German,The Pennsylvania Amish traditionally speak a dialect of what language?,Dutch,German,Norwegian,75400000,185000000,46300000,18700,244000,71500,353000,14800,230000,46500,11,15,1
267,322,1014360275053694976,Zombies,Which of these mythical monsters originated in the Americas?,Zombies,Werewolves,Vampires,58600000,11500000,42100000,5040000,1590000,5860000,11900000,1640000,667000,1100000,0,0,0
268,323,1014360022090907648,One month,Which of these time periods on Earth is closest to how long it takes for the sun to fully rotate once?,One year,One month,One day,1530000000,882000000,1430000000,13600000,8990000,12300000,20000000,1510000,881000,2710000,0,0,1
269,324,1014359816352030720,Blue,"In traditional color theory, which of these colors is considered cool?",Blue,Orange,Pink,2010000000,1160000000,766000000,1810000,2390000,1870000,6630000,1470000,1500000,1390000,4,0,0
270,325,1014359616950501376,Watership Down,In which of these books are most of the male characters named after plants?,The Outsiders,Lord of the Flies,Watership Down,5000000,14500000,269000,590000,1320000,18000,23200000,58200,67200,15300,0,0,0
271,326,1014359477993254912,Photography,The “rule of thirds” is often used in which of these activities?,Photography,Cooking,Running,883000000,193000000,480000000,36100,19600,25500,39300,32200,5920,15800,6,0,0
272,327,1014359329527525377,Manhattan,Which of these places is an island?,Maine,Manhattan,Kansas,39800000,36300000,43300000,9730000,3320000,8920000,43200000,7980000,2280000,7140000,0,0,0
273,328,1014359192092672001,Hickey,What type of mark is typically the result of overly vigorous kissing?,Freckle,Tattoo,Hickey,7080000,174000000,2460000,14600,71800,10100,587000,4340,49400,9970,1,1,3
274,329,1014330981464109056,Netherlands,What nation has lost the most World Cup finals without ever winning it all?,Hungary,Argentina,Netherlands,68200000,198000000,103000000,2220000,5120000,8230000,123000000,1420000,3530000,2570000,0,1,1
275,330,1014330701309673472,Bill Belichick,Which of these people has been named head coach of the New York Jets the most times?,Rex Ryan,Bill Belichick,Bill Parcells,6010000,495000,61800,320000,55300,15700,9770000,19900,38000,7610,0,3,0
276,331,1014330525744599041,Lou Gehrig,Whose No. 4 jersey was famously retired on July 4th?,Joe DiMaggio,Lou Gehrig,Ted Williams,632000,678000,12300000,4730,3280,26400,60400,1680,2180,1770,1,3,0
277,332,1014330323411374080,Michael Schumacher,What racer has taken home the most Formula 1 world championships?,Lewis Hamilton,Michael Schumacher,Ayrton Senna,25100000,4900000,1930000,665000,89400,60600,1120000,359000,52500,59100,5,0,0
278,333,1014330177839607809,Spitting,"In darts, the name of the throwing line is said to come from what old contest?",Spitting,Log flipping,Dog racing,14400000,7430000,34900000,39100,206000,351000,934000,15000,1,736,0,0,0
279,334,1014330009492783104,Sloane Stephens,Which American star was upset in the first round at Wimbledon this week?,Sloane Stephens,Madison Keys,Serena Williams,698000,4680000,24400000,19700,21500,205000,93300,10700,5760,78600,8,0,0
280,335,1014329656651276290,Kam Chancellor,What Seahawks “Legion of Boom” secondary just announced he’s leaving football?,Earl Thomas,Richard Sherman,Kam Chancellor,9770000,6740000,229000,1740,1660,1160,2460,1350,1590,1190,0,3,16
281,336,1014329498123362309,Maple Leafs,What is the name of the NHL team based in Toronto?,Maple Leafs,Maple Leaves,Canadiens,23300000,22800000,8120000,2050000,1650000,1760000,9500000,2140000,11000,1780000,9,0,2
282,337,1014329330250502144,Paul George,Which of these players has NOT agreed to join LeBron with the Lakers this offseason?,JaVale McGee,Lance Stephenson,Paul George,127000,601000,62200000,8550,11300,61900,478000,7580,8450,27600,0,0,0
283,338,1014329082073485312,Butler,Which of these people is NOT officially part of a cricket match?,Bowler,Butler,Batsman,6050000,29600000,2350000,599000,212000,448000,2200000,81000,133000,72300,0,0,0
284,339,1014328942138884096,National League,Who is the home team in this year’s MLB All-Star Game?,Justice League,National League,Human League,42600000,149000000,56000000,882000,7770000,1240000,27000000,48000,1080000,2220,0,3,0
285,340,1014315278858162176,Just Dance,Which of these hit songs is by the godmother to Elton John’s children?,Someone Like You,Just Dance,Ray of Light,257000000,156000000,49700000,41500,32400,28700,34700,3650,2970,1570,0,0,0
286,341,1014315076134883328,Flush,Which is NOT a space on the Yahtzee score sheet?,Flush,Chance,Full house,26400000,155000000,831000000,8390,7840,13000,17100,3100,6870,1290,0,0,0
287,342,1014314922627469312,Velocity,What physical quantity is speed combined with direction?,Momentum,Acceleration,Velocity,16800000,16800000,17100000,1110000,1660000,1370000,2890000,1040000,924000,1320000,1,2,8
288,343,1014314773901725696,Greg LeMond,Which American currently holds the official record for most Tour de France wins?,Greg LeMond,Eddy Merckx,Lance Armstrong,65900,412000,2720000,9720,14900,222000,10200000,7530,12300,34700,0,0,6
289,344,1014314569509072897,East Timor,Which of these is NOT an African nation?,Seychelles,Angola,East Timor,45600000,53500000,14100000,1280000,1790000,2400000,28600000,1250000,1640000,1770000,0,0,0
290,345,1014314432707661824,Three Wise Men,Which of these is mentioned last in the King James Bible?,Ten plagues of Egypt,Three Wise Men,Two Tablets of Stone,724000,28900000,16100000,516000,12900000,2300000,9610000,4460,20200,2610,0,0,0
291,347,1014314135172075521,Almonds,What nut is traditionally used to make marzipan?,Almonds,Peanuts,Pecans,22400000,29100000,7610000,44600,30000,20200,74200,28300,14700,12200,5,0,0
292,348,1014313989864673281,Petty cash,What is the business term for a fund with small amounts of discretionary income?,Spaghetti hash,Sweaty rash,Petty cash,1080000,243000,2780000,7480,18400,49000,2310000,3,3,7510,0,0,2
293,349,1014313846582980608,Briefs,What word can mean both “documents” and “underwear”?,Boxers,Briefs,Commando,29800000,87300000,6770000,42400,74400,10800,198000,12400,22000,8440,2,1,1
294,350,1014313720598663168,Heat dome,Much of the US is currently experiencing what weather phenomenon?,Heat dome,Ice shelf,Freezy frenzy,6660000,34200000,3880,1380000,2930000,543000,3330000,1480,21100,2,0,0,0
295,351,1013999245337260032,One apple,Which of these typically requires the most water to grow?,One orange,One tomato,One apple,1180000000,41800000,256000000,36600000,6990000,20300000,40200000,19500,8010,15400,0,0,0
296,352,1013999029074759681,Virginia,Which of these US states has NOT ratified the Equal Rights Amendment?,Illinois,Virginia,Wyoming,52100000,84700000,19800000,1710000,6260000,1610000,568000,1350000,3250000,1100000,9,0,0
297,353,1013998835302051840,Oxygen,The atmosphere on Earth 3 billion years ago contained almost none of what gas?,Carbon dioxide,Oxygen,Nitrogen,8140000,28100000,14300000,1930000,1800000,1210000,9990000,1420000,1760000,1090000,5,6,2
298,354,1013998604422348804,England,Which of these European countries adopted the modern Gregorian calendar most recently?,France,Poland,England,470000000,97300000,122000000,33900,22300,37200,41500,30000,15600,28600,1,1,2
299,355,1013998449115779072,Hops,The most common style of beer prior to the Middle Ages did NOT include which of these ingredients?,Yeast,Hops,Starches,10800000,89400000,7010000,245000,196000,83500,2730000,176000,57600,15200,1,5,0
300,356,1013998275433811968,Keyboard Cat,Which of these memes was popularized first?,Sad Keanu,Keyboard Cat,Dat boi,673000,12300000,3000000,1400,7240,72500,122000,127,897,193,0,0,0
301,357,1013998104591286272,Contains live maggots,What is unusual about the Mediterranean cheese Casu marzu?,Made from pig milk,Contains live maggots,Aged more than 16 years,8660000,192000,38600000,313,421,363,645,2,8,2,0,0,0
302,358,1013997878350696449,Percussion,What section of an orchestra is the glockenspiel a part of?,Woodwind,Brass,Percussion,6890000,62600000,18500000,43900,58500,89500,178000,37300,55600,70600,0,0,10
303,359,1013997736474050560,Grey’s Anatomy,Which of these television shows is still airing new episodes?,Bones,America’s Most Wanted,Grey’s Anatomy,86400000,56400000,19500000,4280000,9020000,1010000,33000000,1510000,18200,586000,0,0,0
304,360,1013997546346303488,Frodo Baggins,Who is the protagonist of the “Lord of the Rings” movies?,Frodo Baggins,Conestoga Waggins,Komodo Draggins,369000,29200,412,17300,21,1690,534000,8740,1,1,2,0,0
305,361,1013997367966814209,Graphite,Which of these is typically found inside a pencil?,Graphing paper,Graphite,Pie graphs,1580000,18300000,6060000,4560000,401000,19200000,1190000,3280,389000,1720,0,4,0
306,362,1013953362511974400,Whitney Houston,What legendary artist is credited as a producer on multiple Disney Channel Original Movies?,Whitney Houston,Beyoncé,Mariah Carey,8860000,27600000,7720000,317000,117000,331000,1040000,37900,31100,40200,0,0,0
307,363,1013953055828598784,Tiger swallowtail,Which of these insects is the official state butterfly for the most US states?,Tiger swallowtail,Mourning cloak,White admiral,341000,361000,8550000,17300,43900,33200,839000,6070,2360,1320,3,0,0
308,364,1013952880276107265,Rock Paper Scissors,What classic children’s activity is an example of a heterarchy?,Blind Man’s Bluff,Hide and Seek,Rock Paper Scissors,543000,58900000,20000000,355,769,142,2640,2,77,5,0,0,0
309,365,1013952716463333376,Sunset Jade,Which of these was NOT a ’90s-era Bath &amp; Body Works scent?,Sheer Freesia,Sensual Amber,Sunset Jade,56100,3250000,3740000,1220,49200,24700,343000,30,49,2,0,0,0
310,366,1013952518315966469,Algae,Mermaid’s wine glass is a common name for a type of what?,Seashell,Jellyfish,Algae,6020000,5360000,9920000,275000,70300,23900,1830000,78300,75500,19100,0,0,6
311,367,1013952354662612993,Germany,The Sleeping Beauty Castle at Disneyland was inspired by a real castle in what country?,Norway,France,Germany,82800000,470000000,368000000,284000,1030000,785000,2150000,202000,521000,465000,0,1,3
312,368,1013952182792736769,Colt,Which of these is a gender-specific word for a horse?,Foal,Colt,Yearling,2950000,15600000,1050000,41300,36900,12000,1690000,24400,25600,9570,1,0,0
313,369,1013952034519863297,United States / Canada,"By total area, which pair of countries are closest in size?",United States / Canada,Brazil / Argentina,Russia / China,231000000,72600000,242000000,763000,220000,753000,1560000,15000,3030,8000,0,0,0
314,370,1013951850809348096,Change lanes carefully,What does a dashed line between lanes of a US road mean?,Prepare to stop,Activate headlights,Change lanes carefully,58900000,600000,3560000,2150000,944000,1380000,237000,54400,9,6,0,0,0
315,371,1013951702075150336,High fidelity,Wifi is a pun based on a shortened version of what phrase?,Pie fight,High fidelity,My wife,10100000,8640000,178000000,22300,5230,76600,48000,6,1020,13500,0,1,0
316,372,1013951567375011840,Wonder Woman,What legendary comic book hero first appeared in print in 1941?,Pikachu,Wonder Woman,Baby Groot,9520000,51600000,8200000,14100,71400,12000,485000,3820,15700,781,0,2,0
317,373,1013951410948493312,Word processor,A computer program used for writing is generically called what?,Bird professor,Word processor,Nerd confessor,11200000,31700000,21500,508000,2190000,2120,159000,89,26700,1,0,0,0
318,374,1013945193001873408,Plumber’s helper,Which is NOT a component in the board game Mouse Trap?,Rain gutter,Diving board,Plumber’s helper,4040000,15600000,567000,179000,270000,31400,435000,855,1530,50,0,0,0
319,375,1013944950181040128,Carbon,What is the only element in the molecule named for the eccentric inventor of “Dymaxion” products?,Carbon,Gold,Silicon,78300000,396000000,25600000,132,192,100,233,118,161,95,3,2,2
320,376,1013944781490262018,Tonic water,Which of these fizzy drinks glows under a blacklight?,Tonic water,Birch beer,Cream soda,7720000,1590000,27400000,197000,57800,231000,1180000,29000,122,4240,9,0,0
321,377,1013944394955808768,Yemen,Which of these places does NOT touch the Persian Gulf?,Bahrain,United Arab Emirates,Yemen,57300000,63700000,46300000,72800,695000,1010000,443000,68700,595000,1010000,2,1,0
322,378,1013944231327600640,2:30,What time does a clock display when the big hand is on 6 and the little hand is between 2 and 3?,2:30,6:12,5:40,32700000,41500000,16200000,456000,537000,64100,33300000,443000,451000,59800,0,0,0
323,379,1013944075337306119,Dead Man’s Chest,Which title is a real movie in the “Pirates of the Caribbean” series?,Dead Man’s Chest,X Marks the Spot,Davy Jones’ Locker,17300000,36700000,217000,283000,400000,17500,892000,59000,2870,5910,0,0,0
324,380,1013943936740519937,By turning,How are most doorknobs operated?,By turning,By squishing,By yelling,51400000,329000,5170000,3300000,62000,61600,255000,4040,40,760,0,0,0
325,381,1013592373216104450,Kitchen sponge,Which household grocery item was NOT invented by a Canadian?,Garbage bag,Kitchen sponge,Egg carton,9080000,17900000,5570000,906000,72800,705000,857000,14400,720,5930,0,0,0
326,382,1013591865982103553,Beijing,What city is on track to be the only one to host Olympic Games in different seasons?,Moscow,Beijing,Tokyo,36400000,26400000,91000000,1470000,1230000,1710000,1790000,1380000,942000,1610000,0,1,0
327,383,1013591681713819648,Medicine,What type of professor is NOT eligible to nominate someone for a Nobel Peace Prize?,Theology,Law,Medicine,11300000,339000000,108000000,36700,299000,231000,336000,20800,270000,73800,0,1,0
328,384,1013591510334484480,LMFAO,Which of these artists recorded one of Billboard’s 10 best-performing songs of all time?,LMFAO,Backstreet Boys,Adele,3860000,2430000,12900000,23000,66100,338000,4210000,21900,54100,297000,0,0,1
329,385,1013591369712009217,Dominion Day,By what name was Canada Day known before 1982?,Prime Minister's Day,Dominion Day,Boxing Day,42400000,6030000,36800000,1280000,221000,661000,8860000,8,4350,13200,0,12,0
330,386,1013591223066558464,France,What nation’s capital is also the name of a key character in the “The Iliad”?,France,Germany,Bulgaria,470000000,368000000,67000000,25100,23200,4480,31800,18100,15100,3390,0,0,0
331,387,1013591064391966722,Prairie wind,Canadians use the term “Chinook” to refer to a type of what?,Prairie wind,Mountain range,Winter hat,5710000,48800000,54200000,35700,197000,55800,1030000,421,7370,290,0,1,0
332,388,1013590886243078144,Long term evolution,"As found on mobile phones, “LTE” represents what term?",Light time emergence,Long term evolution,Layered terminal element,7300000,25800000,645000,435000,559000,32700,6660000,3,77400,5,0,11,0
333,389,1013590793620160512,Ratatouille,Which of these animated films does NOT share its name with its main character?,Moana,Coraline,Ratatouille,7610000,2150000,4090000,833000,2560000,339000,20900000,747000,329000,347000,0,0,0
334,390,1013590595988750336,Sunny Side Up,Which of these is a common way of preparing eggs?,Sunny Side Up,Scattered Clouds,Thunderstorm Down,33600000,5740000,11300000,1040000,4530000,132000,14000000,42100,1850,20,0,0,0
