,id,correct_answer,question,answer0,answer1,answer2
1404,989582778810425347,0,Which of these actors is known for tweeting pictures of his own paintings?,Anthony Hopkins,Sam Neill,Michael Caine
1405,989582356339097608,1,Which of these brands does NOT have a designer contracted for life?,Chanel,Gucci,Fendi
1406,989582169034149888,2,The Swiss Open has twice given out which of these to a top tennis player?,Giant cheese wheel,Tuft of Swiss grass,Cow
1407,989582037534363649,0,Which US president never had a spouse?,James Buchanan,Martin Van Buren,John Tyler
1408,989581882428977152,0,What does the Italian exclamation “Basta!” translate to in English?,Enough!,Great!,Pasta!
1409,989581755836522496,1,Which of these is a right granted by the Sixth Amendment?,Private trial,Public trial,Trial without a jury
1410,989581569156374531,0,"Geographically speaking, an atoll is a type of what?",Island,Peninsula,Isthmus
1411,989581428127084545,1,Which of these terms means “common people”?,Perth Amboy,Hoi polloi,Bok choy
1412,989581271562113025,1,What is the name of the first book of the Christian Bible?,The Sorcerer’s Stone,Genesis,Fellowship of the Ring
1413,989581130214117376,1,Which of these irons is a common heat-styling tool for hair?,Jeremy,Curling,Cast
1414,989580995480510465,2,A single piece of clothing that covers the entire body is called what?,Whatsie,Whosie,Onesie
1415,989349123521474560,1,Bob Marley’s son performs the theme song for a hit animated TV show about a talking what?,Sponge,Aardvark,Horse
1416,989348796294467584,2,The acclaimed author of “The Year of Magical Thinking” has appeared in ads for what fashion brand?,Givenchy,Chanel,Céline
1417,989348565842649089,2,Which island purportedly inspired the setting for Shakespeare’s “The Tempest”?,Montserrat,Anguilla,Bermuda
1418,989348433445183488,2,Which of these words is NOT part of the diving acronym SCUBA?,Apparatus,Contained,Sport
1419,989348272417443841,0,The director of which film appeared in several episodes of “Degrassi: The Next Generation”?,Clerks,Knocked Up,The Sixth Sense
1420,989348105207320577,1,Which of these places named its capital after John the Baptist?,Cuba,Puerto Rico,The Bahamas
1421,989347947459563521,2,Which of these is NOT part of the modern version of the Hippocratic Oath?,Secret-keeping,Respect for physicians,Punctuality
1422,989347576112713728,0,Who lends his name to the machines that typically resurface the ice at skating rinks?,Frank Zamboni,Charles Ponzi,Brian Boitano
1423,989347423121264645,2,What type of grinning animal is famously featured in “Alice’s Adventures in Wonderland”?,Pig,Lizard,Cat
1424,989347247660896258,1,What is the name of the traditional Japanese art form that combines dancing and theater?,Surfboarding,Kabuki,Pattycake
1425,989311354204024832,1,Which of these veteran filmmakers has directed an R-rated movie?,Chris Columbus,Nancy Meyers,JJ Abrams
1426,989311061512859648,1,"Bessie, the US equivalent to the Loch Ness monster, is rumored to live in what lake?",Superior,Erie,Ontario
1427,989310868419727360,2,Which of these shows typically features voiceover narration instead of an on-screen host?,Flip or Flop,Fixer Upper,House Hunters
1428,989310695455051776,0,The creator of which of these fonts has publicly declared it “the best font in the world”?,Comic sans,Papyrus,Helvetica
1429,989310504521863170,0,What music legend’s hat stole the show at the 2009 presidential inauguration?,Aretha Franklin,Keith Urban,Pharrell
1430,989310327903981569,1,"By definition, an expert in amanuensis is helpful in what?",Administering shots,Writing letters,Cleaning lab equipment
1431,989309925246623744,0,What type of wine is spoiled in a hit ’90s song by Alanis Morissette?,Chardonnay,Sherry,Merlot
1432,989309488938221573,0,Which term describes pajamas with initials stitched onto them?,Monogrammed,Monorailed,Monologued
1433,989309358113742848,1,Which of these typically stores sweet treats?,Jacuzzi,Cookie jar,Shrimp boat
1434,989220486604361733,2,Denver’s Union Station once banned which of these things?,Whistling,Wearing red,Kissing
1435,989220226117132288,2,Which of these creatures is NOT represented by a professional Japanese baseball team?,Dragon,Carp,Lizard
1436,989219858263965697,2,"In the film version of “Matilda,” which Olympic sport did Miss Trunchbull compete in?",Pole vault,Fencing,Javelin
1437,989219557138227201,0,The game now known as laser tag began as a 1979 toy inspired by what franchise?,Star Trek,The Jetsons,Doctor Who
1438,989219338845646848,2,The 20th century US Supreme Court Justice Marshall was born with what first name?,Thoroughly,Thergood,Thoroughgood
1439,989219195824066560,0,Which of these terms refers to a popular type of wooden board used for decorating?,Shiplap,Boatcull,Craftpanel
1440,989219032640434177,0,Which of these would be considered a peccadillo?,Tardiness,Identity theft,Kidnapping
1441,989218877224767489,0,Which of these shapes has the most sides?,Hexagon,Pentagon,Rhombus
1442,989218745599053824,2,Which of these is most likely to cause hair static?,Peeling an orange,Eating too much tuna,Taking off a sweater
1443,989218619765780481,1,The duration of a pregnancy is usually measured in what?,Laughter,Trimesters,Cups of decaf
1444,988948374614364161,1,Which US president did NOT win a Nobel Peace Prize?,Woodrow Wilson,Franklin Roosevelt,Teddy Roosevelt
1445,988948164437774336,2,Which of these would a doctor most likely make use of?,Clinopinacoid,Xiphiplastron,Armamentarium
1446,988947995084361729,0,The lead actor in “Better Call Saul” starred on what ’90s sketch comedy TV series?,Mr. Show,The State,Kids in the Hall
1447,988947815773691905,0,Which animal is NOT a species of wild cat?,Rorqual,Oncilla,Margay
1448,988947656222404609,1,Which of these terms refers to the outer region of the Sun’s atmosphere?,Tacoma,Corona,Zygoma
1449,988947501238583296,0,Which state’s capital contains the name of the state?,Indiana,Iowa,Maine
1450,988947278323961856,2,What shape best describes the USDA’s current diagram of a balanced diet?,Square,Pyramid,Circle
1451,988947115035504640,1,"By definition, numbers that are less than zero are classified as what?",Imaginary,Negative,Transcendental
1452,988946959791742976,0,Which of these is a shade of red?,Crimson,Turquoise,Emerald
1453,988946790480273409,0,Which of these animals is usually the smallest?,Goose,Moose,Bruce Willis
1454,988946643872632832,1,Clothes normally go from a washing machine to what other machine?,Fax,Dryer,ATM
1455,988857991398084608,1,Paul Newman is mentioned in the first line of what novel?,The Hustler,The Outsiders,Get Shorty
1456,988857768307195904,0,Which of these words was invented by Jonathan Swift and is a synonym for “big”?,Brobdingnagian,Lilliputian,Gargantuan
1457,988857587662774273,2,Which of these scientists has a common tie knot named in his honor?,Ernest Rutherford,Joseph Priestley,Lord Kelvin
1458,988857396557688833,2,Meat Loaf’s album “Bat Out of Hell” features songs originally written for a musical about who?,James Dean,Dracula,Peter Pan
1459,988857230295490561,0,"Because he likes the “lessons,” what film has the rapper known as Puff Daddy watched at least 63 times?",Scarface,Big,Titanic
1460,988857022459383810,0,The digastric muscle can be found directly under what body part?,Jaw,Heart,Stomach
1461,988856865605013504,1,“Boss of Me” by They Might Be Giants was the theme song to what sitcom?,30 Rock,Malcolm in the Middle,The Office
1462,988856722847686656,2,The Golden Glove is a US prize given out to top performers in what sport?,Bowling,UFC,Boxing
1463,988856545147531265,2,NASA’s Curiosity Rover was built to explore the surface of what?,The moon,Jupiter,Mars
1464,988856379417952257,2,Which of these words is a synonym for “unstable”?,Trickle,Sickle,Fickle
1465,988856219719872512,0,Which of these is typically sold in a bakery?,Muffins,Top hats,Power saws
1466,988856070591385602,1,Author Ian Fleming created what spy code-named 007?,Spyler the Creator,James Bond,Spyin’ Gosling
1467,988586093162500096,0,In which of these novels is the first word the same as the title?,Lolita,Frankenstein,Dracula
1468,988585934881984512,1,Charles Darwin was born on the same exact date and year as which president?,Thomas Jefferson,Abraham Lincoln,Theodore Roosevelt
1469,988585742057332737,0,Which of these countries relies on nuclear power for more than 75 percent of its electricity?,France,Russia,Japan
1470,988585587887230977,2,Which of these celebrities is NOT mentioned by name in LFO’s “Summer Girls”?,Michael J. Fox,Macaulay Culkin,Vanilla Ice
1471,988585380726353920,1,Which of these religious movements was founded by a woman?,Jehovah’s Witnesses,Christian Science,Rastafari
1472,988585192767082503,1,Which singer’s daughter was once the creative director of French fashion house Chloé?,Steven Tyler,Paul McCartney,David Bowie
1473,988585013687083009,1,You would find a cloaca in the digestive system of which of these animals?,Caterpillar,Chameleon,Chimpanzee
1474,988584864290168836,2,The longest side of a right triangle is called the what?,Hypotension,Hypothalamus,Hypotenuse
1475,988584713848836096,1,Which of these is another word for “another word for”?,Zimmerman,Synonym,Cinnamon
1476,988584554675036162,2,A catchy song is sometimes referred to as what?,Hair tarantula,Face-spider,Earworm
1477,988495664094044162,2,"In the children’s book, which of these foods did “The Very Hungry Caterpillar” eat?",Banana,Pizza,Cupcake
1478,988495433440874498,1,"In Psy’s viral 2012 song from South Korea, the term “oppa” loosely translates to which of these?",Big time,Big brother,Big spender
1479,988495253903683586,1,Which state is home to a NASA facility named for the 35th US president?,Texas,Florida,Virginia
1480,988495051054608384,0,The concept now known as the “uncanny valley” was created by a scientist from what country?,Japan,USA,France
1481,988494904199405568,2,Which of these US states does NOT have a sales tax?,Ohio,Oklahoma,Oregon
1482,988494751426064385,1,Which of these is also known as “the devil’s game”?,Blackjack,Roulette,Poker
1483,988494561499545600,1,The director of the horror classic “Scream” also directed which film?,Mr. Holland’s Opus,Music of the Heart,School of Rock
1484,988494393844883458,2,"According to lore, what did the Sphinx ask for before allowing visitors into Thebes?",Offer a gift,Pay a toll,Answer a riddle
1485,988494216115474433,2,The camera was first featured in which iPhone model?,iPhone 3GS,iPhone 3G,First generation iPhone
1486,988494106040193024,0,Which of these is considered an oxymoron?,Jumbo shrimp,Sizzling fajitas,Albino alligator
1487,988493887604953093,2,What is the term for illegally crossing the street while not at a crosswalk?,Joewalking,Mikewalking,Jaywalking
1488,988493746647044101,0,Which of these sandwiches is often grilled?,Cheese,Knuckle,Earl
1489,988224405699522560,0,Which person is NOT mentioned in REM’s “It’s the End of the World as We Know It”?,Leonard Cohen,Leonid Brezhnev,Lester Bangs
1490,988224182910668800,1,Which of these major ancient cities was located the farthest north?,Carthage,Lutetia,Byzantium
1491,988224002542964736,2,"When the US dollar currency was created, what was its value pegged to?",Price of gold,French franc,Spanish silver dollar
1492,988223707603709952,0,What kind of tax does NOT apply in the regular edition of Monopoly?,Property tax,Poor tax,Income tax
1493,988223531170320384,0,Which of these rappers is the tallest?,Lil Yachty,Lil Uzi Vert,Lil Wayne
1494,988223320758931456,0,Which of these US states’ capitals has the fewest residents?,Maryland,Minnesota,Iowa
1495,988223148469473280,1,Legendary NBA player Larry Bird went on to coach what team?,Boston Celtics,Indiana Pacers,Los Angeles Lakers
1496,988222969116839937,2,"According to the author of “Harry Potter,” where is Hogwarts?",Ireland,England,Scotland
1497,988222764933840896,1,Which of these synonyms for “large” was coined most recently?,Prodigious,Humongous,Ginormous
1498,988222596205498374,1,"In “The Silence of the Lambs,” Hannibal Lecter paired his fava beans with a wine from what country?",France,Italy,Argentina
1499,988222426138988544,0,The tech term “malware” combines what word with software?,Malicious,Malfunctioning,Malevolent
1500,988222272828829696,1,A police officer can search your house without a warrant if they have what cause?,Notable,Probable,Acute
1501,988222117119516677,1,A house in need of repairs and remodeling is known as what?,Tree-plugger,Fixer-upper,Trash can-lugger
1502,988221953239547907,1,“Dirty water dog” is a New York City nickname for what edible street food?,Spaghetti,Hot dog,Mushroom soup
1503,987861297768353792,1,"Where was Richard Nixon speaking when he famously declared, “I am not a crook”?",Knott’s Berry Farm,Disney World,SeaWorld
1504,987861085381365760,0,Which of these nations has NOT produced a secretary-general of the United Nations?,Brazil,Egypt,Sweden
1505,987860892363706368,1,The so-called “Billionaire Boys Club” of the 1980s got rich quick through what?,Penny stocks,Ponzi schemes,Junk bonds
1506,987860758561280001,0,What PBS icon was named an honorary captain of a National Hockey League team?,Mister Rogers,Bob Ross,William F. Buckley Jr.
1507,987860603254575104,0,Which of these battles did NOT happen during World War II?,Battle of Verdun,Battle of the Bulge,Battle of Midway
1508,987860454964973568,1,What singer shares a name with a bygone empire headquartered in Ghana?,Shakira,Ashanti,Aaliyah
1509,987860259699126272,2,"Of the following cities, which is farthest west?",Los Angeles,Boise,Reno
1510,987860080870789120,0,Which of these Beatles songs is sung entirely in English?,Norwegian Wood,Across the Universe,Michelle
1511,987859585942867968,2,Which of these awards is given to the NBA’s best first-year player?,America’s Cup,Independent Spirit Award,Rookie of the Year
1512,987859455747424256,0,What kind of power do televisions run on?,Electricity,Caffeine,Pure charisma
1513,987499429665083392,2,Which show did NOT feature a main cast member who played one of Jerry’s girlfriends on “Seinfeld”?,Friends,Gilmore Girls,Wings
1514,987499221828931584,2,"When ranking the seven continents by population, which is in the exact middle?",Europe,South America,North America
1515,987499062525087745,2,In which discipline are you most likely to learn about morphemes?,Nuclear chemistry,Marine biology,Linguistics
1516,987498936821829633,0,The invention known as the Archimedes’ screw is typically used for what?,Pumping water,Fastening wood,Preparing meat
1517,987498789710770176,1,Which of these actors is famous for the classic movie line “I'm walkin’ here!”?,Robert De Niro,Dustin Hoffman,Al Pacino
1518,987498593912279041,0,In what language is “555” internet slang for laughter?,Thai,Korean,Chinese
1519,987498468083191808,1,"According to the creator, which of these classic characters is actually NOT a cat?",The Cat in the Hat,Hello Kitty,Felix the Cat
1520,987498332955336708,2,What does the “S” stand for in the government agency TSA?,Screening,Safety,Security
1521,987498214759845888,1,Fancy Scotch whisky is often described as “single” what?,Match,Malt,Mash
1522,987498083067006976,2,What internet term is named for a mythical creature?,Noob,Spam,Troll
1523,987497935268122624,1,Uprooted thistle plants that are driven about by the wind are known as what?,Fumbleseeds,Tumbleweeds,Stumbletweeds
1524,987497750605557760,0,Which is a component of most modern computers?,Keyboard,Wind chime,Grease trap
1525,987408175136739329,2,Which of these dishes would most likely NOT be served at Buckingham Palace?,Bananas Foster,Crepes Suzette,Lobster bisque
1526,987407933557362688,0,The “Back to the Future” movie trilogy spans how long a period of time?,130 years,60 years,100 years
1527,987407904218189824,2,“Here Comes the Bride” was written by the composer of which opera?,Don Giovanni,Carmen,Tristan and Isolde
1528,987407499002368000,1,"According to its inventor, the graphics format spelled G-I-F is pronounced how?",�gif”,�jif”,�zhif”
1529,987407413723779074,2,"Along with California, what state was the first to pass a medical marijuana proposition?",Alaska,Colorado,Arizona
1530,987407155765633024,1,"What does “brimstone,” as mentioned in the Bible, refer to?",Granite,Sulfur,Lava
1531,987407048299155456,1,The tiny country of Liechtenstein borders what two nations?,France / Germany,Austria / Switzerland,Belgium / Netherlands
1532,987406999615950848,1,What computational device predates pocket calculators by thousands of years?,Desktop computer,Abacus,Slide rule
1533,987406605376507904,0,What is the largest planet in our solar system?,Jupiter,Super Mercury,Mars after a bee sting
1534,987406488904794112,0,"According to Kermit the Frog, “It’s not easy being” what?",Green,Gorgeous,Goth
1535,987137628679131136,0,Which game was created by the same mind behind RoboRally?,Magic: The Gathering,Settlers of Catan,Hearthstone
1536,987137475683512320,1,Which of these actors does NOT have their own brand of wine?,Kate Hudson,Anne Hathaway,Drew Barrymore
1537,987137333832110080,0,"Before “This American Life,” Ira Glass was the co-host of an NPR show based in what city?",Chicago,Boston,New York City
1538,987137156534677505,2,"When referring to cameras, which of these words is part of the acronym DSLR?",Light,Direct,Single
1539,987137023671721984,1,What is the nickname of the NHL player with the record for most games ever played?,Mr. Goalie,Mr. Hockey,Mr. Invincible
1540,987136759829065729,2,Which of these singers referred to himself as “the Lizard King”?,Gene Simmons,Steven Tyler,Jim Morrison
1541,987136435277975553,2,"In writing, what set of rules regulates the order of words?",Spelling,Arithmetic,Syntax
1542,987136280025882624,1,The warning that police give arrested suspects are known as what “rights”?,Samantha,Miranda,Charlotte
1543,987136128045154304,1,The Earth is covered in about 70 percent what?,Leather,Water,Frank Ocean
1544,987135995177992193,1,Soup is typically eaten with what kind of kitchen utensil?,Toothpick,Spoon,Meat thermometer
1545,987045727024148485,0,Who was appointed to the US Senate despite being too young to legally serve?,Henry Clay Sr.,Stephen A. Douglas,John C. Calhoun
1546,987045549663809536,0,Which gulf is NOT located at the northern end of the Red Sea?,Aden,Aqaba,Suez
1547,987045377042976768,1,Which of these insects is typically the heaviest by far?,Giant weta,Goliath beetle,Rhinoceros cockroach
1548,987045218661945354,1,A 2017 hack of the “Harvard Crimson” front page made fun of what celebrity?,Malia Obama,Mark Zuckerberg,Natalie Portman
1549,987045079406833669,2,The name of a facility for mentally ill foes of Batman is taken from a story by what author?,HG Wells,HL Mencken,HP Lovecraft
1550,987044714527551490,2,Which Reese Witherspoon movie has gotten a Broadway musical adaptation?,Election,Walk the Line,Legally Blonde
1551,987044570323148800,1,Which of these is a real zodiac sign?,Equinox,Taurus,Nova
1552,987044433051963397,2,Which of these words is also a common term in arithmetic?,Discord,Dissolution,Division
1553,987044265544048644,1,"Typically, what kind of sauce is on a cheese pizza?",Glue,Tomato,Paint
1554,987044138221785088,0,Which of these is a common type of building?,Skyscraper,Sky Ferreira,Skywalker
1555,985325549080989701,0,Which of these singers has an eponymous album title?,Demi Lovato,Carly Rae Jepsen,Selena Gomez
1556,985325273968205824,0,Which of these entrepreneurs has the most followers on Instagram?,Daymond John,Kevin O’Leary,Barbara Corcoran
1557,985325069051277313,1,A founder of publishing house Simon &amp; Schuster is the parent of a famous what?,Architect,Singer,Athlete
1558,985324890411667456,1,Which of these enlightenment philosophers also wrote a ridiculously steamy novel?,John Locke,Denis Diderot,René Descartes
1559,985324716910088193,2,Which of the following countries sets speed limits in miles per hour?,Canada,India,Britain
1560,985324547002990592,1,Which US federal tax return form is known as the “short” one?,Form 1040,Form 1040A,Form 1040EZ
1561,985324368065593344,2,"In meteorology, okta units measure which of these things?",Wind speed,Barometric pressure,Cloudiness
1562,985324174104244224,0,Which of the following is NOT made from natural fibers?,Olefin,Rayon,Jute
1563,985324025013563392,1,Surviving the Titanic earned Molly Brown what nickname?,Unforgettable,Unsinkable,Unbreakable
1564,985323862597480448,0,"By area, which of these US states is biggest?",Texas,California,Utah
1565,985323623677382657,1,A popular card game involves telling your opponent to do what?,Get a job,Go fish,Go get me a coffee
1566,985323482497146881,1,Which of these is one of the four cardinal directions on a compass?,Chicago West,North,NCIS: New Orleans
1567,984962930012762112,1,Which is the INCORRECT pairing of actress to “Golden Girl”?,Rue / Blanche,Betty / Sophia,Bea / Dorothy
1568,984962413542936579,0,Which of these orders of insects has the largest number of species?,Beetles,Cockroaches,Flies
1569,984962242268618752,2,What is the literal translation of the pope’s Twitter handle?,The Lord's voice,Pope 26,Bridge-builder
1570,984962065147232257,0,Which Ivy League school is by far the most recently founded?,Cornell,Brown,Dartmouth
1571,984961845483229184,0,What chemical element was observed on the Sun before it was discovered on Earth?,Helium,Hydrogen,Neon
1572,984961594923810816,0,“The Landlord’s Game” by Elizabeth Magie evolved into what classic board game?,Monopoly,Sorry!,Trouble
1573,984961427302682624,2,What sport usually has higher numbers in the final score than the other two?,Soccer,Football,Basketball
1574,984961223090495488,2,What device is used to amplify sound?,Micrometer,Microscope,Microphone
1575,984961036804640768,1,What playwright wrote “Macbeth”?,Tommy Wiseau,William Shakespeare,Lin-Manuel Miranda
1576,984871894817046528,0,Which of these mountain peaks does NOT get its name from a color?,"Monte Rosa, Switzerland","Pico Turquino, Cuba","Mont Blanc, France"
1577,984871594379096066,2,Which of these is a bone in the human body AND a geometric form?,Ethmoid,Rhomboid,Trapezium
1578,984871414154125313,0,"Including today, how many “Friday the 13ths” will occur during 2018?",Two,Four,Six
1579,984871258151153665,0,"For the US 50 State Quarters Program, Ohio and North Carolina argued over the rights to a famous what?",Vehicle,Building,Animal
1580,984870877983539202,0,Which of these is an actual Nobel Prize category?,Chemistry,Engineering,Mathematics
1581,984870706080108550,2,What is the island containing Haiti and the Dominican Republic called?,Dominica,New Providence,Hispaniola
1582,984870373182394368,0,Which of these animals is a crustacean?,Fiddler crab,Recluse spider,Pilot fish
1583,984870219129741312,1,The term “blog” is short for what?,Back-linking of guests,Web log,Bluetooth object gate
1584,984870065857277953,2,What common term means a prying or interfering person?,Bossybaby,Buzzybiddy,Busybody
1585,984869936173649921,1,What does a thermometer primarily measure?,Hope,Temperature,Distance
1586,984599999949524992,0,Which of these ’80s films has the greatest age gap between its romantic leads?,Moonstruck,Overboard,Bull Durham
1587,984599692536369152,1,Which candy company’s name was formed from its founder’s name and home city?,Hershey,Haribo,Necco
1588,984599534117539842,1,Which of these hit ’80s songs is NOT by a band whose name is a continent?,Heat of the Moment,Eye of the Tiger,The Final Countdown
1589,984599381709066240,2,Which of these culinary terms is also the name of an active volcano?,Fra Diavolo,Marsala,Stromboli
1590,984599240050700288,2,The DARPA project “FastRunner” is a robot whose design resembles what speedy animal?,Tiger,Dog,Ostrich
1591,984599003550666755,1,A famous Emily Dickinson poem compared which of these phenomena to a bee?,Hope,Fame,Joy
1592,984598835145080832,1,What classic game features a piece called a spinner?,Tiddlywinks,Dominoes,Jacks
1593,984598681306435584,0,Which of these words refers to a part of a bird’s stomach that grinds food?,Gizzard,Mizzen,Doozle
1594,984598519897116672,2,“Le Monde” is a daily newspaper based in what capital city?,Rome,Madrid,Paris
1595,984598368918876160,2,Which of these cinnamons is typically found at the supermarket?,Cinnamon seeds,Cinnamon bricks,Cinnamon sticks
1596,984598218423062529,0,The author Bram Stoker created what famous vampire in 1897?,Count Dracula,Bitey Perry,Bat Damon
1597,984598076739514375,0,"According to the old saying, “actions speak louder than” what?",Words,Washing machines,Wendy Williams
1598,984509239895851008,1,Which is both a type of subatomic quark particle and a Motorola smartphone?,Spice,Charm,Up
1599,984509063286411270,2,Which of these animals is NOT known to have passed the mirror self-recognition test?,Magpie,Dolphin,Gibbon
1600,984508876266582021,1,Dr. Charles Drew’s greatest contribution to medicine was in what area?,Cardiology,Hematology,Osteology
1601,984508681785049088,0,Which of these US presidents was NEVER impeached?,Richard Nixon,Bill Clinton,Andrew Johnson
1602,984508515111788544,0,What is the name of the company behind the classic “Doom” and “Quake” computer games?,Id,Superego,Ego
1603,984508116535595009,0,"By definition, where are people known as Turkmen from?",Turkmenistan,Turks and Caicos Islands,Turkey
1604,984507940492148736,0,"In construction, steel rods that are used to reinforce concrete are called what?",Rebars,Rebuses,Rebukes
1605,984507780244561920,0,Which of these is a common breed of cat?,American Shorthair,Border Collie,Great Dane
1606,984507640825950208,0,What are French fries usually made out of?,Potatoes,Leeks,Lettuce
1607,984507455467130880,0,What does the small hand on a clock typically indicate?,Hours,Wolves,Dumplings
1608,984238197600342016,1,Which of these songs does NOT have the same melody as the other two?,The Alphabet Song,Frère Jacques,Baa Baa Black Sheep
1609,984237911259348992,0,Theo and Noah are the names of what animals gifted to the pope for Christmas 2014?,Donkeys,Platypuses,Ravens
1610,984237585160720384,2,The reality show “Strange Love” starred a founding member of what hip-hop act?,Run-DMC,Wu-Tang Clan,Public Enemy
1611,984237355518365696,1,The first beta blocker was developed to treat what ailment?,Sinus infection,Chest pain,High blood pressure
1612,984237164472004608,2,Rockstar Games has produced two video games based on which film franchise?,The Fast and the Furious,Shrek,Austin Powers
1613,984236963413876736,2,Which of these major cities is NOT a state capital?,Boston,Denver,Detroit
1614,984236802067304448,2,Passing a soccer ball through an opponent’s legs is known as a what?,Peppercorn,Star anise,Nutmeg
1615,984236581585412096,0,What is the proper name for a maker of barrels?,Cooper,Fletcher,Chandler
1616,984236187979276288,0,Which of these is one of the five standard human senses?,Touch,Hutch,Smutch
1617,984236034241302528,2,"In a popular saying, “a picture is worth a thousand” what?",Photoshop tweaks,Bitcoins,Words
1618,984165977003839489,2,Which of these synonyms for “big” traces its roots to the biggest country on Earth?,Behemoth,Gargantuan,Mammoth
1619,984165611419955200,1,"According to ancient Rome’s iconic epic, what hero was hidden inside the Trojan Horse?",Hercules,Ulysses,Achilles
1620,984165342896410624,0,"In the original “Rampage” arcade game, which monster’s face is NOT featured on the title screen?",Gorilla,Lizard,Werewolf
1621,984165115317702656,2,Koko the gorilla is famous for doing which of these things?,Knowing her birthday,Meeting a US president,Keeping a pet
1622,984164892482719745,2,Which of these is NOT a word in the gene-editing acronym CRISPR?,Palindromic,Repeats,Sequence
1623,984164075121840128,2,Where is the largest sawgrass prairie in North America?,Montana,Arkansas,Florida
1624,984163875732979719,0,What land animal holds the Guinness World Record for the largest mouth?,Hippopotamus,African elephant,Bengal tiger
1625,984163659185360899,2,The biggest lake in the US borders which of these states?,Illinois,Iowa,Wisconsin
1626,984163138856783874,0,Which of these Georges was a US president?,George Washington,George Jefferson,George Clinton
1627,984162950230441984,1,What do candles on a birthday cake traditionally represent?,Number of friends,Age,Love of fire
1628,983875265322520577,1,Which has NOT been the name of an Android operating system?,Jelly Bean,Butterscotch,Froyo
1629,983875021436317696,2,Which pair of nations has units of currency with the same name?,Egypt / Australia,Fiji / Gabon,India / Seychelles
1630,983874700492333056,0,The earliest known human writing occurred near what river?,Tigris,Thames,Yangtze
1631,983874524771966976,0,Which of these is a required exam at Harry Potter's Hogwarts school?,O.W.L.,T.O.A.D.,C.A.T.
1632,983874329736859648,2,"During World War I, what dog breed was widely renamed “liberty hound” in the US?",Golden Retriever,English Mastiff,Wiener dog
1633,983874187814195200,0,Which word is spelled the same way in the United States and the United Kingdom?,Television,Center,Humor
1634,983874000521744384,1,Which popular game uses a doubling cube?,Bunco,Backgammon,Yahtzee
1635,983873840399994881,2,"Thanks to an old process for quick copying, architectural plans are traditionally what color?",Black,Orange,Blue
1636,983873687165308928,0,Which of these clothing items is specifically worn to handle cold weather?,Parka,Slip,Culottes
1637,983873430163546112,2,"In a humorous saying for British nobility, the second-born child is known as the what?",Flair,Cher,Spare
1638,983873276685488128,2,Which of these is the name of an island in Hawaii?,Australia,Iceland,Maui
1639,983784925139783680,0,Which UK country has a NON-mythical national animal?,England,Scotland,Wales
1640,983784643831967749,2,What did Mr. Potato Head give to C. Everett Koop at a 1980s press event?,Plant,Plaque,Pipe
1641,983784445965717505,2,Which US state's capital lies at the highest altitude?,Colorado,Wyoming,New Mexico
1642,983784053458526213,2,Which is NOT the name of a Marx Brother?,Zeppo,Gummo,Jocko
1643,983783859643928577,2,What shape are the faces of an octahedron?,Trapezoids,Pentagons,Triangles
1644,983783708128923649,0,What are the scientists on “The Muppet Show” named for?,Lab equipment,Astronomers,Universities
1645,983783519519375361,2,Which of the following pastas literally translates to “little ears”?,Rotelle,Ricciolini,Orecchiette
1646,983783351675969536,2,What is the official language of Brazil?,Spanish,French,Portuguese
1647,983783178140901377,0,What color is in the middle of most three-color traffic lights?,Yellow,Green,Red
1648,983782868169232385,1,What character appears on stickers that warn children of poisons?,Mr. Yum,Mr. Yuk,Mr. D. Lishus
1649,983782679463301120,2,Which of these is a common circus act?,DJ battle,History lecture,Human cannonball
1650,983513331054104576,2,Which of these bands did NOT play at the inaugural Coachella festival?,Beck,Tool,Radiohead
1651,983512991856459777,1,Which of these is a real title from the “Mr. Men” book series?,Mr. Thoughtful,Mr. Nonsense,Mr. No
1652,983512768002355201,0,The Lil Wayne hit “6 Foot 7 Foot” samples a song prominently featured in which Tim Burton film?,Beetlejuice,Mars Attacks!,Batman
1653,983512608337690624,2,"When read as a Roman numeral, which president’s middle initial has a value of 1000?",James Polk,Dwight Eisenhower,Richard Nixon
1654,983512177024929793,2,A late 19th-century essay introduced the concept of brunch as a way to address what?,Loss of appetite,Lack of funds,Hangover
1655,983511995403194368,0,What word refers to 128 cubic feet of firewood?,Cord,Course,Corner
1656,983511846924808192,2,Which of these materials is most commonly used as a plant fertilizer?,Toothpaste,Glass,Eggshells
1657,983511514308055041,0,"In political elections, someone who is currently in office is known as what?",Incumbent,Incubator,Incubus
1658,983511170350047233,2,"In anatomy, different parts of an organism are often separated by what?",White picket fences,Limousine partitions,Membranes
1659,983511026141458432,1,White precipitation that falls from the sky is called what?,Bordeaux,Snow,Henry David Thoreau
1660,983422569981280263,2,"In Canada's national anthem, what word is used to describe Canadian hearts?",True,Strong,Glowing
1661,983422093822963712,0,"When England had no monarch during the 17th century, the ruler held what title?",Lord Protector,Executive Regent,Minister General
1662,983421882694283265,0,Which of these synonyms for “small amount” comes from a Japanese word?,Skosh,Bit,Iota
1663,983421691673104384,2,Which profession would normally use a Bristol board?,Chemist,Gardener,Artist
1664,983421506515558401,0,What old-fashioned musical instrument shares its name with a Greek muse?,Calliope,Orphica,Ocarina
1665,983421290865414144,1,Who has NOT hosted an edition of the science miniseries “Cosmos”?,Neil deGrasse Tyson,Bill Nye,Carl Sagan
